,id,metric
0,BRATS_206.nii.gz,2.23606797749979
1,BRATS_318.nii.gz,2.449489742783178
2,BRATS_434.nii.gz,9.433981132056603
3,BRATS_365.nii.gz,8.06225774829855
4,BRATS_265.nii.gz,34.79942528261063
5,BRATS_214.nii.gz,4.0
6,BRATS_445.nii.gz,2.23606797749979
7,BRATS_377.nii.gz,2.0
8,BRATS_222.nii.gz,12.409673645990857
9,BRATS_195.nii.gz,9.055385138137417
10,BRATS_322.nii.gz,8.717797887081348
11,BRATS_410.nii.gz,2.8284271247461903
12,BRATS_330.nii.gz,5.830951894845301
13,BRATS_230.nii.gz,4.58257569495584
14,BRATS_199.nii.gz,3.605551275463989
15,BRATS_402.nii.gz,40.049968789001575
16,BRATS_253.nii.gz,3.605551275463989
17,BRATS_384.nii.gz,45.58508528016593
18,BRATS_033.nii.gz,2.23606797749979
19,BRATS_150.nii.gz,4.898979485566356
20,BRATS_021.nii.gz,20.396078054371138
21,BRATS_288.nii.gz,2.0
22,BRATS_388.nii.gz,4.123105625617661
23,BRATS_142.nii.gz,3.0
24,BRATS_009.nii.gz,1.0
25,BRATS_109.nii.gz,4.69041575982343
26,BRATS_074.nii.gz,3.605551275463989
27,BRATS_005.nii.gz,4.123105625617661
28,BRATS_178.nii.gz,19.026297590440446
29,BRATS_078.nii.gz,29.086079144497972
30,BRATS_480.nii.gz,4.123105625617661
31,BRATS_166.nii.gz,3.0
32,BRATS_394.nii.gz,31.016124838541646
33,BRATS_398.nii.gz,9.0
34,BRATS_298.nii.gz,6.082762530298219
35,BRATS_007.nii.gz,1.0
36,BRATS_076.nii.gz,3.0
37,BRATS_176.nii.gz,37.8021163428716
38,BRATS_015.nii.gz,3.4641016151377544
39,BRATS_208.nii.gz,4.898979485566356
40,BRATS_459.nii.gz,44.05678154382138
41,BRATS_375.nii.gz,2.23606797749979
42,BRATS_424.nii.gz,6.4031242374328485
43,BRATS_316.nii.gz,3.3166247903554
44,BRATS_436.nii.gz,1.4142135623730951
45,BRATS_455.nii.gz,4.123105625617661
46,BRATS_204.nii.gz,3.0
47,BRATS_279.nii.gz,4.58257569495584
48,BRATS_351.nii.gz,2.23606797749979
49,BRATS_400.nii.gz,44.56455991031439
50,BRATS_463.nii.gz,6.782329983125268
51,BRATS_232.nii.gz,6.082762530298219
52,BRATS_089.nii.gz,3.3166247903554
53,BRATS_243.nii.gz,16.73320053068151
54,BRATS_412.nii.gz,8.602325267042627
55,BRATS_343.nii.gz,2.23606797749979
56,BRATS_220.nii.gz,22.293496809607955
57,BRATS_197.nii.gz,19.72308292331602
58,BRATS_471.nii.gz,6.4031242374328485
59,BRATS_320.nii.gz,3.605551275463989
60,BRATS_072.nii.gz,3.3166247903554
61,BRATS_011.nii.gz,7.810249675906654
62,BRATS_060.nii.gz,8.717797887081348
63,BRATS_003.nii.gz,13.490737563232042
64,BRATS_135.nii.gz,7.54983443527075
65,BRATS_282.nii.gz,4.123105625617661
66,BRATS_044.nii.gz,5.744562646538029
67,BRATS_144.nii.gz,5.0
68,BRATS_139.nii.gz,5.196152422706632
69,BRATS_390.nii.gz,21.047565179849187
70,BRATS_247.nii.gz,12.727922061357855
71,BRATS_359.nii.gz,38.18376618407357
72,BRATS_408.nii.gz,51.15662224971465
